76,7,1,"{-0.20000000000000000,-0.20000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000}","{-0.13150391961696910,-0.06532690978188363,0.18692232031005251,11.55926417766219700}",2026-01-05 12:03:00.771486 +00:00
77,7,2,"{-0.27085416091763664,-0.10589986370961184,0.11324554563378493,-0.37957586205876787,0.50410787298422230,0.60667256589527650}","{-0.06264551851597808,-0.048703140368326035,0.04135765745770058,11.96860323732990000}",2026-01-05 12:03:00.771486 +00:00
78,7,3,"{-0.45521333051954677,0.13279727326411570,0.48754409865272996,-0.60806254652289350,0.77462678937503260,1.39849825384907200}","{-0.12237759084395546,-0.00954469190263131,0.11852772738503385,11.84212565668037300}",2026-01-05 12:03:00.771486 +00:00
79,7,4,"{-0.70189914440092390,0.52110197792310880,1.14505739668302290,-0.71346859927019880,1.30557698558385900,2.12389441417035440}","{-0.021326286642019385,-0.27609785023017730,0.16393123735668683,11.72830101502899300}",2026-01-05 12:03:00.771486 +00:00
80,7,5,"{-1.19087562836435930,0.98935958469485230,2.04052819104770670,-1.90604827910534800,1.20294590783619570,2.67327055564045150}","{0.02771925332396518,0.18943087377330228,0.13492554890296735,8.90114503755579000}",2026-01-05 12:03:00.771486 +00:00
81,7,6,"{-1.78445585729152880,1.43712939744360800,2.96388167979581360,-1.27384580443306000,1.19582094617499600,2.27326599122440900}","{0.11719562776999261,0.45451943091273600,-0.02621988973504777,11.62986347001514700}",2026-01-05 12:03:00.771486 +00:00
82,7,7,"{-1.90924957234213100,1.77957070857875290,3.85211134546676900,0.60530804523340500,0.63868607776328150,2.48510721772713700}","{0.10494122548417499,1.07897623379291500,0.007591246818864406,10.86011990696783300}",2026-01-05 12:03:00.771486 +00:00
83,7,8,"{-1.01922895110004300,1.94377526745698840,4.45166902613747800,4.16265956856349600,0.24098120194155210,0.72680892872309090}","{0.04265352902274047,-0.0012170000800280597,-0.06956475776852570,11.22475417590600200}",2026-01-05 12:03:00.771486 +00:00
84,7,9,"{0.53156332479611590,2.00053316064512200,4.82089162747184700,4.14515619516592800,0.06307894013773588,1.25116929271103320}","{-0.16103961831390776,-0.017627061789132918,-0.03973575576402915,9.64038069413479000}",2026-01-05 12:03:00.771486 +00:00
85,7,10,"{2.07168837978579430,2.13218573290326630,5.26737853489606800,4.10551374227877900,0.64220269695946640,1.14072485420443150}","{-0.08779163372694292,-0.39785357188849160,0.10380169036719786,10.08644559976125000}",2026-01-05 12:03:00.771486 +00:00
86,7,11,"{3.32819967286201470,2.40513070442635200,5.65511747888407350,2.62579675634383140,0.82000250762849310,0.93644806001702710}","{-0.13857968403700400,-0.32938231914218546,0.07173259745771730,10.46844008132240600}",2026-01-05 12:03:00.771486 +00:00
